Chromosome	Start	Final	Density
chr33	491001	492001	0.013392857
chr33	496001	497001	0.013392857
chr33	510001	511001	0.013392857
chr33	512001	513001	0.013392857
chr33	513001	514001	0.013392857
chr33	515001	516001	0.013392857
chr33	517001	518001	0.013392857
chr33	520001	521001	0.013392857
chr33	533001	534001	0.013392857
chr33	538001	539001	0.013392857
chr33	552001	553001	0.013392857
chr33	559001	560001	0.013392857
chr33	562001	563001	0.013392857
chr33	563001	564001	0.013392857
chr33	564001	565001	0.013392857
chr33	565001	566001	0.013392857
chr33	568001	569001	0.013392857
chr33	571001	572001	0.013392857
chr33	576001	577001	0.013392857
chr33	581001	582001	0.013392857
chr33	582001	583001	0.013392857
chr33	595001	596001	0.013392857
chr33	607001	608001	0.013392857
chr33	608001	609001	0.013392857
chr33	610001	611001	0.013392857
chr33	611001	612001	0.013392857
chr33	635001	636001	0.013392857
chr33	637001	638001	0.013392857
chr33	644001	645001	0.013392857
chr33	645001	646001	0.013392857
chr33	668001	669001	0.013392857
chr33	689001	690001	0.013392857
chr33	695001	696001	0.013392857
chr33	742001	743001	0.013392857
chr33	744001	745001	0.013392857
chr33	747001	748001	0.013392857
chr33	755001	756001	0.013392857
chr33	765001	766001	0.013392857
chr33	772001	773001	0.013392857
chr33	775001	776001	0.013392857
chr33	787001	788001	0.013392857
chr33	789001	790001	0.013392857
chr33	797001	798001	0.013392857
chr33	809001	810001	0.013392857
chr33	839001	840001	0.013392857
chr33	846001	847001	0.013392857
chr33	854001	855001	0.013392857
chr33	859001	860001	0.013392857
chr33	876001	877001	0.013392857
chr33	886001	887001	0.013392857
chr33	889001	890001	0.013392857
chr33	890001	891001	0.013392857
chr33	896001	897001	0.013392857
chr33	903001	904001	0.013392857
chr33	906001	907001	0.013392857
chr33	923001	924001	0.013392857
chr33	938001	939001	0.013392857
chr33	952001	953001	0.013392857
chr33	967001	968001	0.013392857
chr33	975001	976001	0.013392857
chr33	981001	982001	0.013392857
chr33	989001	990001	0.013392857
chr33	993001	994001	0.013392857
chr33	997001	998001	0.013392857
chr33	1005001	1006001	0.013392857
chr33	1019001	1020001	0.013392857
chr33	1021001	1022001	0.013392857
chr33	1028001	1029001	0.013392857
chr33	1033001	1034001	0.013392857
chr33	1036001	1037001	0.013392857
chr33	1037001	1038001	0.013392857
chr33	1044001	1045001	0.013392857
chr33	1045001	1046001	0.013392857
chr33	1059001	1060001	0.013392857
chr33	1062001	1063001	0.013392857
chr33	1083001	1084001	0.013392857
chr33	1090001	1091001	0.013392857
chr33	1104001	1105001	0.013392857
chr33	1114001	1115001	0.013392857
chr33	1128001	1129001	0.013392857
chr33	1168001	1169001	0.013392857
chr33	1186001	1187001	0.013392857
chr33	1204001	1205001	0.013392857
chr33	1215001	1216001	0.013392857
chr33	1217001	1218001	0.013392857
chr33	1223001	1224001	0.013392857
chr33	1231001	1232001	0.013392857
chr33	1237001	1238001	0.013392857
chr33	1239001	1240001	0.013392857
chr33	1284001	1285001	0.013392857
chr33	1292001	1293001	0.013392857
chr33	1293001	1294001	0.013392857
chr33	1297001	1298001	0.013392857
chr33	1298001	1299001	0.013392857
chr33	1315001	1316001	0.013392857
chr33	1323001	1324001	0.013392857
chr33	1339001	1340001	0.013392857
chr33	1364001	1365001	0.013392857
chr33	1368001	1369001	0.013392857
chr33	1376001	1377001	0.013392857
chr33	1391001	1392001	0.013392857
chr33	1394001	1395001	0.013392857
chr33	1409001	1410001	0.013392857
chr33	1416001	1417001	0.013392857
chr33	1419001	1420001	0.013392857
chr33	1440001	1441001	0.013392857
chr33	1451001	1452001	0.013392857
chr33	1470001	1471001	0.013392857
chr33	1472001	1473001	0.013392857
chr33	1480001	1481001	0.013392857
chr33	1501001	1502001	0.013392857
chr33	1502001	1503001	0.013392857
chr33	1504001	1505001	0.013392857
chr33	1516001	1517001	0.013392857
chr33	1531001	1532001	0.013392857
chr33	1547001	1548001	0.013392857
chr33	1552001	1553001	0.013392857
chr33	1554001	1555001	0.013392857
chr33	1585001	1586001	0.013392857
chr33	1587001	1588001	0.013392857
chr33	1595001	1596001	0.013392857
chr33	1602001	1603001	0.013392857
chr33	1608001	1609001	0.013392857
chr33	1631001	1632001	0.013392857
chr33	1638001	1639001	0.013392857
chr34	3001	4001	0.013392857
chr34	14001	15001	0.013392857
chr34	16001	17001	0.013392857
chr34	27001	28001	0.013392857
chr34	28001	29001	0.013392857
chr34	29001	30001	0.013392857
chr34	44001	45001	0.013392857
chr34	46001	47001	0.013392857
chr34	51001	52001	0.013392857
chr34	54001	55001	0.013392857
chr34	59001	60001	0.013392857
chr34	64001	65001	0.013392857
chr34	73001	74001	0.013392857
chr34	76001	77001	0.013392857
chr34	79001	80001	0.013392857
chr34	81001	82001	0.013392857
chr34	84001	85001	0.013392857
chr34	90001	91001	0.013392857
chr34	101001	102001	0.013392857
chr34	105001	106001	0.013392857
chr34	122001	123001	0.013392857
chr34	127001	128001	0.013392857
chr34	133001	134001	0.013392857
chr34	138001	139001	0.013392857
chr34	142001	143001	0.013392857
chr34	146001	147001	0.013392857
chr34	185001	186001	0.013392857
chr34	186001	187001	0.013392857
chr34	211001	212001	0.013392857
chr34	275001	276001	0.013392857
chr34	297001	298001	0.013392857
chr34	298001	299001	0.013392857
chr34	304001	305001	0.013392857
chr34	307001	308001	0.013392857
chr34	313001	314001	0.013392857
chr34	314001	315001	0.013392857
chr34	326001	327001	0.013392857
chr34	338001	339001	0.013392857
chr34	344001	345001	0.013392857
chr34	346001	347001	0.013392857
chr34	356001	357001	0.013392857
chr34	373001	374001	0.013392857
chr34	389001	390001	0.013392857
chr34	391001	392001	0.013392857
chr34	392001	393001	0.013392857
chr34	399001	400001	0.013392857
chr34	411001	412001	0.013392857
chr34	428001	429001	0.013392857
chr34	429001	430001	0.013392857
chr34	431001	432001	0.013392857
chr34	445001	446001	0.013392857
chr34	452001	453001	0.013392857
chr34	456001	457001	0.013392857
chr34	459001	460001	0.013392857
chr34	460001	461001	0.013392857
chr34	462001	463001	0.013392857
chr34	464001	465001	0.013392857
chr34	472001	473001	0.013392857
chr34	497001	498001	0.013392857
chr34	504001	505001	0.013392857
chr34	520001	521001	0.013392857
chr34	521001	522001	0.013392857
chr34	526001	527001	0.013392857
chr34	533001	534001	0.013392857
chr34	534001	535001	0.013392857
chr34	538001	539001	0.013392857
chr34	585001	586001	0.013392857
chr34	590001	591001	0.013392857
chr34	601001	602001	0.013392857
chr34	606001	607001	0.013392857
chr34	613001	614001	0.013392857
chr34	638001	639001	0.013392857
chr34	643001	644001	0.013392857
chr34	648001	649001	0.013392857
chr34	655001	656001	0.013392857
chr34	660001	661001	0.013392857
chr34	665001	666001	0.013392857
chr34	688001	689001	0.013392857
chr34	690001	691001	0.013392857
chr34	692001	693001	0.013392857
chr34	706001	707001	0.013392857
chr34	720001	721001	0.013392857
chr34	753001	754001	0.013392857
chr34	757001	758001	0.013392857
chr34	762001	763001	0.013392857
chr34	767001	768001	0.013392857
chr34	768001	769001	0.013392857
chr34	789001	790001	0.013392857
chr34	791001	792001	0.013392857
chr34	793001	794001	0.013392857
chr34	798001	799001	0.013392857
chr34	800001	801001	0.013392857
chr34	814001	815001	0.013392857
chr34	831001	832001	0.013392857
chr34	832001	833001	0.013392857
chr34	833001	834001	0.013392857
chr34	834001	835001	0.013392857
chr34	848001	849001	0.013392857
chr34	850001	851001	0.013392857
chr34	852001	853001	0.013392857
chr34	853001	854001	0.013392857
chr34	855001	856001	0.013392857
chr34	859001	860001	0.013392857
chr34	866001	867001	0.013392857
chr34	872001	873001	0.013392857
chr34	874001	875001	0.013392857
chr34	875001	876001	0.013392857
chr34	882001	883001	0.013392857
chr34	885001	886001	0.013392857
chr34	887001	888001	0.013392857
chr34	891001	892001	0.013392857
chr34	892001	893001	0.013392857
chr34	899001	900001	0.013392857
chr34	900001	901001	0.013392857
chr34	917001	918001	0.013392857
chr34	918001	919001	0.013392857
chr34	919001	920001	0.013392857
chr34	923001	924001	0.013392857
chr34	926001	927001	0.013392857
chr34	927001	928001	0.013392857
chr34	937001	938001	0.013392857
chr34	957001	958001	0.013392857
chr34	960001	961001	0.013392857
chr34	971001	972001	0.013392857
chr34	976001	977001	0.013392857
chr34	1009001	1010001	0.013392857
chr34	1014001	1015001	0.013392857
chr34	1018001	1019001	0.013392857
chr34	1025001	1026001	0.013392857
chr34	1026001	1027001	0.013392857
chr34	1027001	1028001	0.013392857
chr34	1043001	1044001	0.013392857
chr34	1049001	1050001	0.013392857
chr34	1055001	1056001	0.013392857
chr34	1070001	1071001	0.013392857
chr34	1073001	1074001	0.013392857
chr34	1083001	1084001	0.013392857
chr34	1096001	1097001	0.013392857
chr34	1097001	1098001	0.013392857
chr34	1100001	1101001	0.013392857
chr34	1104001	1105001	0.013392857
chr34	1110001	1111001	0.013392857
chr34	1122001	1123001	0.013392857
chr34	1127001	1128001	0.013392857
chr34	1131001	1132001	0.013392857
chr34	1134001	1135001	0.013392857
chr34	1150001	1151001	0.013392857
chr34	1156001	1157001	0.013392857
chr34	1158001	1159001	0.013392857
chr34	1167001	1168001	0.013392857
chr34	1170001	1171001	0.013392857
chr34	1177001	1178001	0.013392857
chr34	1198001	1199001	0.013392857
chr34	1207001	1208001	0.013392857
chr34	1209001	1210001	0.013392857
chr34	1229001	1230001	0.013392857
chr34	1232001	1233001	0.013392857
chr34	1251001	1252001	0.013392857
chr34	1253001	1254001	0.013392857
chr34	1256001	1257001	0.013392857
chr34	1257001	1258001	0.013392857
chr34	1283001	1284001	0.013392857
chr34	1306001	1307001	0.013392857
chr34	1307001	1308001	0.013392857
chr34	1312001	1313001	0.013392857
chr34	1323001	1324001	0.013392857
chr34	1345001	1346001	0.013392857
chr34	1346001	1347001	0.013392857
chr34	1353001	1354001	0.013392857
chr34	1361001	1362001	0.013392857
chr34	1371001	1372001	0.013392857
chr34	1398001	1399001	0.013392857
chr34	1413001	1414001	0.013392857
chr34	1431001	1432001	0.013392857
chr34	1437001	1438001	0.013392857
chr34	1441001	1442001	0.013392857
chr34	1444001	1445001	0.013392857
chr34	1449001	1450001	0.013392857
chr34	1461001	1462001	0.013392857
chr34	1463001	1464001	0.013392857
chr34	1478001	1479001	0.013392857
chr34	1482001	1483001	0.013392857
chr34	1488001	1489001	0.013392857
chr34	1489001	1490001	0.013392857
chr34	1496001	1497001	0.013392857
chr34	1499001	1500001	0.013392857
chr34	1529001	1530001	0.013392857
chr34	1531001	1532001	0.013392857
chr34	1540001	1541001	0.013392857
chr34	1559001	1560001	0.013392857
chr34	1560001	1561001	0.013392857
chr34	1561001	1562001	0.013392857
chr34	1580001	1581001	0.013392857
chr34	1588001	1589001	0.013392857
chr34	1589001	1590001	0.013392857
chr34	1590001	1591001	0.013392857
chr34	1595001	1596001	0.013392857
chr34	1598001	1599001	0.013392857
chr34	1599001	1600001	0.013392857
chr34	1602001	1603001	0.013392857
chr34	1603001	1604001	0.013392857
chr34	1611001	1612001	0.013392857
chr34	1614001	1615001	0.013392857
chr34	1618001	1619001	0.013392857
chr34	1644001	1645001	0.013392857
chr34	1651001	1652001	0.013392857
chr34	1653001	1654001	0.013392857
chr34	1655001	1656001	0.013392857
chr34	1662001	1663001	0.013392857
chr34	1663001	1664001	0.013392857
chr34	1665001	1666001	0.013392857
chr34	1669001	1670001	0.013392857
chr34	1671001	1672001	0.013392857
chr34	1672001	1673001	0.013392857
chr34	1674001	1675001	0.013392857
chr34	1676001	1677001	0.013392857
chr34	1684001	1685001	0.013392857
chr34	1697001	1698001	0.013392857
chr34	1712001	1713001	0.013392857
chr34	1718001	1719001	0.013392857
chr34	1722001	1723001	0.013392857
chr34	1725001	1726001	0.013392857
chr34	1730001	1731001	0.013392857
chr34	1734001	1735001	0.013392857
chr34	1736001	1737001	0.013392857
chr34	1748001	1749001	0.013392857
chr34	1752001	1753001	0.013392857
chr34	1753001	1754001	0.013392857
chr34	1760001	1761001	0.013392857
chr34	1766001	1767001	0.013392857
chr34	1794001	1795001	0.013392857
chr34	1799001	1800001	0.013392857
chr34	1813001	1814001	0.013392857
chr34	1818001	1819001	0.013392857
chr34	1819001	1820001	0.013392857
chr34	1828001	1829001	0.013392857
chr34	1829001	1830001	0.013392857
chr34	1840001	1841001	0.013392857
chr34	1845001	1846001	0.013392857
chr34	1846001	1847001	0.013392857
chr34	1860001	1861001	0.013392857
chr34	1877001	1878001	0.013392857
chr34	1894001	1895001	0.013392857
chr34	1908001	1909001	0.013392857
chr34	1953001	1954001	0.013392857
chr34	1963001	1964001	0.013392857
chr1	15001	16001	0.008928571
chr1	21001	22001	0.008928571
chr1	24001	25001	0.008928571
chr1	28001	29001	0.008928571
chr1	35001	36001	0.008928571
chr1	39001	40001	0.008928571
chr1	41001	42001	0.008928571
chr1	43001	44001	0.008928571
chr1	47001	48001	0.008928571
chr1	52001	53001	0.008928571
chr1	62001	63001	0.008928571
chr1	66001	67001	0.008928571
chr1	67001	68001	0.008928571
chr1	85001	86001	0.008928571
chr1	91001	92001	0.008928571
chr1	111001	112001	0.008928571
chr1	115001	116001	0.008928571
chr1	123001	124001	0.008928571
chr1	142001	143001	0.008928571
chr1	143001	144001	0.008928571
chr1	152001	153001	0.008928571
chr1	165001	166001	0.008928571
chr1	166001	167001	0.008928571
chr1	167001	168001	0.008928571
chr1	168001	169001	0.008928571
chr1	170001	171001	0.008928571
chr1	181001	182001	0.008928571
chr1	185001	186001	0.008928571
chr1	198001	199001	0.008928571
chr1	212001	213001	0.008928571
chr1	217001	218001	0.008928571
chr1	221001	222001	0.008928571
chr1	226001	227001	0.008928571
chr1	228001	229001	0.008928571
chr1	233001	234001	0.008928571
chr1	266001	267001	0.008928571
chr1	268001	269001	0.008928571
chr2	2001	3001	0.008928571
chr2	29001	30001	0.008928571
chr2	33001	34001	0.008928571
chr2	42001	43001	0.008928571
chr2	43001	44001	0.008928571
chr2	63001	64001	0.008928571
chr2	84001	85001	0.008928571
chr2	89001	90001	0.008928571
chr2	113001	114001	0.008928571
chr2	116001	117001	0.008928571
chr2	128001	129001	0.008928571
chr2	135001	136001	0.008928571
chr2	140001	141001	0.008928571
chr2	142001	143001	0.008928571
chr2	146001	147001	0.008928571
chr2	153001	154001	0.008928571
chr2	161001	162001	0.008928571
chr2	165001	166001	0.008928571
chr2	168001	169001	0.008928571
chr2	193001	194001	0.008928571
chr2	215001	216001	0.008928571
chr2	219001	220001	0.008928571
chr2	228001	229001	0.008928571
chr2	240001	241001	0.008928571
chr2	248001	249001	0.008928571
chr2	249001	250001	0.008928571
chr2	252001	253001	0.008928571
chr2	254001	255001	0.008928571
chr2	256001	257001	0.008928571
chr2	261001	262001	0.008928571
chr2	277001	278001	0.008928571
chr2	283001	284001	0.008928571
chr2	284001	285001	0.008928571
chr2	288001	289001	0.008928571
chr2	292001	293001	0.008928571
chr3	2001	3001	0.008928571
chr3	8001	9001	0.008928571
chr3	10001	11001	0.008928571
chr3	21001	22001	0.008928571
chr3	29001	30001	0.008928571
chr3	32001	33001	0.008928571
chr3	33001	34001	0.008928571
chr3	40001	41001	0.008928571
chr3	43001	44001	0.008928571
chr3	45001	46001	0.008928571
chr3	76001	77001	0.008928571
chr3	77001	78001	0.008928571
chr3	84001	85001	0.008928571
chr3	92001	93001	0.008928571
chr3	94001	95001	0.008928571
chr3	95001	96001	0.008928571
chr3	131001	132001	0.008928571
chr3	135001	136001	0.008928571
chr3	139001	140001	0.008928571
chr3	155001	156001	0.008928571
chr3	157001	158001	0.008928571
chr3	165001	166001	0.008928571
chr3	180001	181001	0.008928571
chr3	181001	182001	0.008928571
chr3	189001	190001	0.008928571
chr3	198001	199001	0.008928571
chr3	199001	200001	0.008928571
chr3	209001	210001	0.008928571
chr3	212001	213001	0.008928571
chr3	213001	214001	0.008928571
chr3	217001	218001	0.008928571
chr3	218001	219001	0.008928571
chr3	223001	224001	0.008928571
chr3	232001	233001	0.008928571
chr3	246001	247001	0.008928571
chr3	247001	248001	0.008928571
chr3	248001	249001	0.008928571
chr3	259001	260001	0.008928571
chr3	260001	261001	0.008928571
chr3	262001	263001	0.008928571
chr3	270001	271001	0.008928571
chr3	271001	272001	0.008928571
chr3	272001	273001	0.008928571
chr3	277001	278001	0.008928571
chr3	291001	292001	0.008928571
chr3	293001	294001	0.008928571
chr3	300001	301001	0.008928571
chr3	323001	324001	0.008928571
chr3	327001	328001	0.008928571
chr3	336001	337001	0.008928571
chr3	339001	340001	0.008928571
chr3	343001	344001	0.008928571
chr3	344001	345001	0.008928571
chr3	347001	348001	0.008928571
chr3	348001	349001	0.008928571
chr3	349001	350001	0.008928571
chr3	350001	351001	0.008928571
chr3	351001	352001	0.008928571
chr3	356001	357001	0.008928571
chr3	357001	358001	0.008928571
chr3	361001	362001	0.008928571
chr3	362001	363001	0.008928571
chr3	368001	369001	0.008928571
chr3	370001	371001	0.008928571
chr4	10001	11001	0.008928571
chr4	11001	12001	0.008928571
chr4	27001	28001	0.008928571
chr4	32001	33001	0.008928571
chr4	34001	35001	0.008928571
chr4	43001	44001	0.008928571
chr4	48001	49001	0.008928571
chr4	55001	56001	0.008928571
chr4	74001	75001	0.008928571
chr4	109001	110001	0.008928571
chr4	112001	113001	0.008928571
chr4	120001	121001	0.008928571
chr4	123001	124001	0.008928571
chr4	129001	130001	0.008928571
chr4	134001	135001	0.008928571
chr4	138001	139001	0.008928571
chr4	153001	154001	0.008928571
chr4	154001	155001	0.008928571
chr4	155001	156001	0.008928571
chr4	160001	161001	0.008928571
chr4	173001	174001	0.008928571
chr4	178001	179001	0.008928571
chr4	202001	203001	0.008928571
chr4	203001	204001	0.008928571
chr4	208001	209001	0.008928571
chr4	212001	213001	0.008928571
chr4	213001	214001	0.008928571
chr4	222001	223001	0.008928571
chr4	223001	224001	0.008928571
chr4	227001	228001	0.008928571
chr4	232001	233001	0.008928571
chr4	234001	235001	0.008928571
chr4	250001	251001	0.008928571
chr4	262001	263001	0.008928571
chr4	263001	264001	0.008928571
chr4	275001	276001	0.008928571
chr4	277001	278001	0.008928571
chr4	281001	282001	0.008928571
chr4	283001	284001	0.008928571
chr4	285001	286001	0.008928571
chr4	290001	291001	0.008928571
chr4	298001	299001	0.008928571
chr4	299001	300001	0.008928571
